id,qid1,qid2,question1,question2,is_duplicate
187151,267398,128329,How can I get venture capital for my startup?,What are some good laptops under 60k?,0
187152,131116,200131,Is it scientifically possible to bring someone back to life?,What are the best books on modern philosophy?,0
187153,170050,181223,Will there be a war between India and Pakistan?,How do you sleep well?,0
187154,258038,175796,What is GST and how does it benefit common people?,What are some good laptops under 60k?,0
187155,245368,192588,What are some good laptops under 60k?,What are the differences between Android and iOS?,0
187156,181542,245702,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187157,291301,162349,How can I motivate myself to achieve more?,What is the future of data science?,0
187158,105043,197892,Is it scientifically possible to bring someone back to life?,Is it scientifically possible to bring someone back to life?,1
187159,244140,171585,What is GST and how does it benefit common people?,How can I improve my communication skills?,0
187160,272488,165739,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187161,158773,127346,How do I remove water from ear?,What are some good laptops under 60k?,0
187162,210626,297572,How do you sleep well?,Will there be a war between India and Pakistan?,0
187163,178283,186135,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187164,113841,151595,How do you sleep well?,Is it scientifically possible to bring someone back to life?,0
187165,231929,277821,How do you sleep well?,What are the differences between Android and iOS?,0
187166,248465,269986,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187167,200719,286363,How can I motivate myself to achieve more?,How can I motivate myself to achieve more?,1
187168,136930,215989,How can I get venture capital for my startup?,How can I get venture capital for my startup?,1
187169,111791,247330,How can I improve my communication skills?,How can I improve my communication skills?,1
187170,243512,254516,What are the best books on modern philosophy?,Which is better: Java or Python?,0
187171,103413,296385,How do I remove water from ear?,How do I remove water from ear?,1
187172,244522,272879,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187173,291587,237743,How do you sleep well?,How can I get venture capital for my startup?,0
187174,106722,261805,What should I do to overcome anxiety?,What is the most beautiful moment in your life?,0
187175,249484,247590,What is the most beautiful moment in your life?,Will there be a war between India and Pakistan?,0
187176,226161,237260,What is the most beautiful moment in your life?,What is the most beautiful moment in your life?,1
187177,130504,217332,Which is better: Java or Python?,What are some good laptops under 60k?,0
187178,299475,262387,How can I motivate myself to achieve more?,How do I motivate myself to achieve more?,1
187179,235869,167443,How do you sleep well?,How do you sleep well?,1
187180,258082,109221,What should I do to overcome anxiety?,What should I do to overcome anxiety?,1
187181,212992,200933,Will there be a war between India and Pakistan?,Which is better: Java or Python?,0
187182,164105,246915,What are the differences between Android and iOS?,What are the differences between Android and iOS?,1
187183,134916,109441,What are some good laptops under 60k?,How can I motivate myself to achieve more?,0
187184,145160,171030,Will there be a war between India and Pakistan?,What are the best books on modern philosophy?,0
187185,163446,154010,How can I motivate myself to achieve more?,How do I motivate myself to achieve more?,1
187186,167850,115417,Which is better: Java or Python?,How do I remove water from ear?,0
187187,255876,183869,What is GST and how does it benefit common people?,What is GST and how does it benefit common people?,1
187188,160208,170784,Which is better: Java or Python?,What is GST and how does it benefit common people?,0
187189,122130,124016,What should I do to overcome anxiety?,Which is better: Java or Python?,0
187190,211158,119900,How can I improve my communication skills?,How do I improve my communication skills?,1
187191,190366,243596,How can I motivate myself to achieve more?,What should I do to overcome anxiety?,0
187192,170782,195691,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
187193,157906,235790,Is it scientifically possible to bring someone back to life?,How can I improve my communication skills?,0
187194,294881,133579,What are the best books on modern philosophy?,How can I improve my communication skills?,0
187195,142529,227568,Will there be a war between India and Pakistan?,Will there be a war between India and Pakistan?,1
